,popularity,song_name,artist_name
1174,75,infinity (888) - feat. Joey Bada$$,XXXTENTACION
1175,74,Fancy,Drake
1176,82,Snap Out Of It,Arctic Monkeys
1177,87,All of Me,John Legend
1178,72,Dicked Down in Dallas,Trey Lewis
1179,84,I WANNA BE YOUR SLAVE,Måneskin
1180,76,Ain't It Fun,Paramore
1181,87,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift
1182,82,505,Arctic Monkeys
1183,84,Moonlight,XXXTENTACION
1184,82,What Christmas Means To Me,Stevie Wonder
1185,81,LOT OF ME,Lil Tecca
1186,92,Creepin' (with The Weeknd & 21 Savage),Metro Boomin
1187,81,Murder on My Mind,YNW Melly
1188,92,It's Beginning to Look a Lot like Christmas,Michael Bublé
1189,80,Weekend (feat. Miguel),Mac Miller
1190,88,Call Out My Name,The Weeknd
1191,84,El Gordo Trae El Mando,Chino Pacas
1192,81,Bongos (feat. Megan Thee Stallion),Cardi B
1193,80,Right My Wrongs,Bryson Tiller
1194,87,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
1195,87,Maps,Maroon 5
1196,84,Let The Light In (feat. Father John Misty),Lana Del Rey
1197,82,You Make My Dreams (Come True),Daryl Hall & John Oates
1198,86,SPIT IN MY FACE!,ThxSoMch
1199,78,Sand In My Boots,Morgan Wallen
1200,78,Cover Me Up,Morgan Wallen
1201,78,Matte Black,$uicideboy$
1202,77,Me and My Kind,Cody Johnson
1203,86,you broke me first,Tate McRae
1204,89,Trance (with Travis Scott & Young Thug),Metro Boomin
1205,76,Mary,Alex G
1206,78,Your Heart Or Mine,Jon Pardi
1207,84,Can't Tell Me Nothing,Kanye West
1208,83,Whiskey Glasses,Morgan Wallen
1209,82,Holly Jolly Christmas,Michael Bublé
1210,86,Shut up My Moms Calling - (Sped Up),Hotel Ugly
1211,78,Stand By Me (feat. Morgan Wallen),Lil Durk
1212,82,I Saw Mommy Kissing Santa Claus,The Jackson 5
1213,88,Sweet Child O' Mine,Guns N' Roses
1214,82,My Girl,The Temptations
1215,88,Wake Me Up,Avicii
1216,85,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo
1217,80,"Dear Maria, Count Me In",All Time Low
1218,86,What It Is (Solo Version),Doechii
1219,81,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign
1220,73,Drinkin' Problem,Midland
1221,6,Die For You,The Weeknd
1222,80,Wagon Wheel,Darius Rucker
1223,73,Diet Mountain Dew,Lana Del Rey
1224,82,OKI DOKI,KAROL G
1225,76,drive ME crazy!,Lil Yachty
1226,80,Winter Wonderland,Darlene Love
1227,74,Está Dañado,Ivan Cornejo
1228,81,Change (In the House of Flies),Deftones
1229,84,Needed Me,Rihanna
1230,81,Hallelujah,Pentatonix
1231,73,First Day Out,Tee Grizzley
1232,79,Money In The Grave (Drake ft. Rick Ross),Drake
1233,77,My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$
1234,83,death bed (coffee for your head),Powfu
1235,83,Leave The Door Open,Bruno Mars
1236,83,Baby It's Cold Outside (with Michael Bublé),Idina Menzel
1237,83,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston
1238,75,Knee Deep (feat. Jimmy Buffett),Zac Brown Band
1239,79,Así Lo Quiso Dios,Eslabon Armado
1240,82,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift
1241,80,Slime You Out (feat. SZA),Drake
1242,73,ONE BEER (feat. Lauren Alaina & Devin Dawson),HARDY
1243,76,Drew A Picasso,Drake
1244,72,Fishing In The Dark,Nitty Gritty Dirt Band
1245,74,We Don't Fight Anymore,Carly Pearce
1246,86,Les,Childish Gambino
1247,75,Dirty Love,Mt. Joy
1248,78,This Town's Been Too Good To Us,Dylan Scott
1249,87,Love On The Brain,Rihanna
1250,78,THE DEATH OF PEACE OF MIND,Bad Omens
1251,74,Grace (feat. 42 Dugg),Lil Baby
1252,73,Dangerous Woman,Ariana Grande
1253,79,Keep Driving,Harry Styles
1254,89,Viva La Vida,Coldplay
1255,86,West Coast,Lana Del Rey
1256,73,Dirty Little Secret,The All-American Rejects
1257,75,Dirt Cheap,Cody Johnson
1258,52,Just The Memories,Nicki Minaj
1259,74,I'm Just a Kid,Simple Plan
1260,76,Jamming,Bob Marley & The Wailers
1261,83,El Tsurito,Junior H
1262,75,Jump Around - 30 Years Remaster,House Of Pain
1263,74,John Wayne,Cigarettes After Sex
1264,80,Silent Night - 1999 Remaster,Frank Sinatra
1265,82,Run This Town,JAY-Z
1266,71,I'll Kill You (feat. Jhené Aiko),Summer Walker
1267,84,Gold Digger,Kanye West
1268,82,Vienna,Billy Joel
1269,84,All Falls Down,Kanye West
1270,69,Just What I Am,Kid Cudi
1271,83,Treasure,Bruno Mars
1272,71,Christmas Medley: Joy to the World / Deck the Halls / O Come All Ye Faithful / Jingle Bells (Tom Moulton Remix) (2022 - Remaster),The Salsoul Orchestra
1273,69,Just To See You Smile,Tim McGraw
1274,76,Como Jordan,Junior H
1275,77,Jealous,Labrinth
1276,88,Merry Christmas,Ed Sheeran
1277,75,Umbrella,Rihanna
1278,70,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie
1279,72,First Person Shooter (feat. J. Cole),Drake
1280,76,Son Of A Sinner,Jelly Roll
1281,78,When a Child Is Born,Johnny Mathis
1282,78,on the street (with J. Cole),j-hope
1283,76,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk
1284,78,3D (Justin Timberlake Remix),Jung Kook
1285,76,'Til You Can't,Cody Johnson
1286,71,Just Take My Wallet,Jack Stauber's Micropop
1287,72,Jingle Bell Rock -Spotify Singles Holiday,MisterWives
1288,86,Memories,Maroon 5
1289,79,If the World Was Ending (feat. Julia Michaels),JP Saxe
1290,84,Glimpse of Us,Joji
1291,72,WHAT JUST HAPPENED,The Kid LAROI
1292,73,A Holly Jolly Christmas,Brett Eldredge
1293,81,You & Me,JENNIE
1294,68,Jet Airliner,Steve Miller Band
1295,75,Jar of Hearts,Christina Perri
1296,80,Blame (feat. John Newman),Calvin Harris
1297,70,January 28th,J. Cole
1298,80,Great Gatsby,Rod Wave
1299,82,I Know You,Faye Webster
1300,83,right where you left me - bonus track,Taylor Swift
1301,80,"Sugar, We're Goin Down",Fall Out Boy
1302,84,GMFU (w/ 6arelyhuman),Odetari
1303,77,What My World Spins Around,Jordan Davis
1304,81,Just Wanna Rock,Lil Uzi Vert
1305,81,I Wish You Would (Taylor's Version),Taylor Swift
1306,88,Love The Way You Lie,Eminem
1307,77,Save Me (with Lainey Wilson),Jelly Roll
1308,77,Runnin' Thru the 7th with My Woadies,$uicideboy$
1309,88,Watermelon Sugar,Harry Styles
1310,80,Small Worlds,Mac Miller
1311,85,Homecoming,Kanye West
1312,77,Where It Ends,Bailey Zimmerman
1313,84,The Middle,Jimmy Eat World
1314,80,Thought You Should Know,Morgan Wallen
1315,82,Water - Remix,Tyla
1316,82,Call It What You Want,Taylor Swift
1317,85,The Way I Are,Timbaland
1318,86,Woman,Doja Cat
1319,80,white tee,Lil Peep
1320,85,when the party's over,Billie Eilish
1321,88,Say You Won't Let Go,James Arthur
1322,76,I Write Sins Not Tragedies,Panic! At The Disco
1323,78,Wondering Why,The Red Clay Strays
1324,81,Kingston,Faye Webster
1325,77,What Would Pluto Do,Drake
1326,85,Only Girl (In The World),Rihanna
1327,82,Girls Need Love (with Drake) - Remix,Summer Walker
1328,78,Feel No Ways,Drake
1329,85,500lbs,Lil Tecca
1330,79,The Weekend,SZA
1331,80,Spin You Around,Morgan Wallen
1332,77,The Way I Talk,Morgan Wallen
1333,80,White Iverson,Post Malone
1334,86,everything i wanted,Billie Eilish
1335,73,Boys Of Faith (feat. Bon Iver),Zach Bryan
1336,71,Jake's Piano - Long Island,Zach Bryan
1337,80,Stairway to Heaven - Remaster,Led Zeppelin
1338,72,Colder Weather,Zac Brown Band
1339,78,ROXANNE,Arizona Zervas
1340,73,Living Dead Girl,Rob Zombie
1341,77,No Church In The Wild,JAY-Z
1342,71,Traveling Man,Zach Bryan
1343,71,"Pain, Sweet, Pain",Zach Bryan
1344,78,Stay,Zedd
1345,71,Crooked Teeth,Zach Bryan
1346,71,Tradesman,Zach Bryan
1347,71,Sin So Sweet,Warren Zeiders
1348,71,Loom,Zach Bryan
1349,86,Umbrella,Rihanna
1350,68,Suit & Tie (feat. Jay-Z),Justin Timberlake
1351,71,Never Comin' Home,Bailey Zimmerman
1352,74,4:44,JAY-Z
1353,70,Oklahoman Son,Zach Bryan
1354,70,Mine Again,Zach Bryan
1355,69,Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams
1356,80,Yo Voy (feat. Daddy Yankee),Zion & Lennox
1357,74,missin something,Zach Templar
1358,76,Sharp Dressed Man - 2008 Remaster,ZZ Top
1359,70,Flying or Crying,Zach Bryan
1360,75,Pure As The Driven Snow - from The Hunger Games: The Ballad of Songbirds & Snakes,Rachel Zegler
1361,69,Oceans (Where Feet May Fail),Hillsong UNITED
1362,85,La Bachata,Manuel Turizo
1363,72,Gooey,Glass Animals
1364,70,Us Then,Zach Bryan
1365,74,Otis,JAY-Z
1366,75,The Zephyr Song,Red Hot Chili Peppers
1367,81,Starman - 2012 Remaster,David Bowie
1368,71,Homegrown,Zac Brown Band
1369,78,La Grange - 2005 Remaster,ZZ Top
1370,70,Leaving,Zach Bryan
1371,85,La Bachata,Manuel Turizo
1372,77,Whole Lotta Love - 1990 Remaster,Led Zeppelin
1373,72,Big Pimpin',JAY-Z
1374,62,Cudi Zone,Kid Cudi
1375,70,Summertime Blues,Zach Bryan
1376,81,Lush Life,Zara Larsson
1377,65,A2Z,BabyTron
1378,69,Don't Give up on Me,Zach Bryan
1379,73,Time of the Season - Mono Version,The Zombies
1380,72,Ramble On - 1990 Remaster,Led Zeppelin
1381,76,you were good to me,Jeremy Zucker
1382,74,Black Dog - Remaster,Led Zeppelin
1383,83,Alright,Kendrick Lamar
1384,89,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap
1385,75,She Calls Me Back,Noah Kahan
1386,75,Pink Birthday,Nicki Minaj
1387,76,my ex's best friend (with blackbear),Machine Gun Kelly
1388,80,Body,Loud Luxury
1389,75,Drew Barrymore,SZA
1390,77,BYE,Peso Pluma
1391,74,Bonfire,Childish Gambino
1392,83,Electric Love,BØRNS
1393,89,In the End,Linkin Park
1394,80,"1 step forward, 3 steps back",Olivia Rodrigo
1395,79,hot girl bummer,blackbear
1396,75,Bachelor,Turbo
1397,83,Kryptonite,3 Doors Down
1398,77,Black Sheep - Brie Larson Vocal Version,Metric
1399,74,"All That Glitters Is Not Gold, But It's Still Damn Beautiful",$uicideboy$
1400,80,16,Baby Keem
1401,77,Sorry Bout That,Yeat
1402,81,A Night To Remember,beabadoobee
1403,83,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge
1404,82,White Ferrari,Frank Ocean
1405,82,Baddie,IVE
1406,85,Here Comes The Sun - Remastered 2009,The Beatles
1407,80,VUELVE CANDY B,Bad Bunny
1408,77,The Ballad of Lucy Gray Baird - from The Hunger Games: The Ballad of Songbirds & Snakes,Rachel Zegler
1409,84,nuts,Lil Peep
1410,79,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),Travis Scott
1411,81,Paris,$uicideboy$
1412,81,the perfect pair,beabadoobee
1413,77,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator"
1414,86,WHERE SHE GOES,Bad Bunny
1415,79,Hollywood's Bleeding,Post Malone
1416,80,American Boy,Estelle
1417,78,Bitch Better Have My Money,Rihanna
1418,80,Boss Bitch,Doja Cat
1419,81,Nights,Frank Ocean
1420,62,Quicksand,Morray
1421,60,"Quizás Si, Quizás No",Los Toros Band
1422,66,Numb Numb Juice,ScHoolboy Q
1423,73,Lo Que Construimos,Natalia Lafourcade
1424,65,"Yo Love - From ""Queen & Slim: The Soundtrack""",Vince Staples
1425,74,Qué Agonía,Yuridia
1426,75,La Célula Que Explota,Caifanes
1427,65,Candle Queen,Ghost and Pals
1428,4,Aprender A Quererte,Morat
1429,65,Ambient Brown 150 Hz Soft Q,Ambient Eclipse
1430,70,Veridis Quo,Daft Punk
1431,67,touch tank,quinnie
1432,58,Quiéreme Como Te Quiero,Bronco
1433,63,REMIND 'EM (feat. Quavo),Busta Rhymes
1434,73,La Esquina del Mall,Justin Quiles
1435,69,Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q
1436,3,Te Quiero Pa´Mi,Don Omar
1437,2,Te Quiero Pa´Mi,Don Omar
1438,2,Te Quiero Pa´Mi,Don Omar
1439,71,¿Qué Tengo Que Hacer?,Daddy Yankee
1440,62,The Quiet Things That No One Ever Knows,Brand New
1441,74,PURE/HONEY,Beyoncé
1442,64,It's Quiet Uptown,Renée Elise Goldsberry
1443,0,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra
1444,63,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky
1445,66,100 Racks (Offset feat. Playboi Carti),Quality Control
1446,59,Quit Playing Games (With My Heart),Backstreet Boys
1447,78,Sensacion Del Bloque,De La Ghetto
1448,66,Qué Maldición,Banda MS de Sergio Lizárraga
1449,68,Halo,Beyoncé
1450,71,Que Daría,Julión Álvarez y su Norteño Banda
1451,73,Y Así Fue,Julión Álvarez y su Norteño Banda
1452,70,Será Mejor Que Te Vayas,Marco Antonio Solís
1453,69,Dreaming Of You,Selena
1454,64,quiero sentirme bien,Kali Uchis
1455,70,Pudiste Pero No Quisiste,Eden Muñoz
1456,81,lo que hay x aquí,Rels B
1457,65,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra
1458,62,The Question (feat. Lil Wayne),Mac Miller
1459,1,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra
1460,2,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra
1461,62,Rx Queen,Deftones
1462,64,HAD ENOUGH (feat. Quavo & Offset),Don Toliver
1463,67,Award Tour (feat. Trugoy The Dove),A Tribe Called Quest
1464,70,Ahora Quien - Salsa Version,Marc Anthony
1465,71,Mejor Que Yo,Anuel AA
1466,67,The Prodigal,Josiah Queen
1467,61,QUESTIONABLE MORALITY,Thouxanbanfauni
1468,61,Gangstas & Sippas (feat. Q Da Fool),Shoreline Mafia
1469,62,Qué Agonía,Estilo Al Norte
1470,84,Virginia Beach,Drake
1471,82,Japanese Denim,Daniel Caesar
1472,92,Mistletoe,Justin Bieber
1473,81,P power (feat. Drake),Gunna
1474,85,Everybody Dies In Their Nightmares,XXXTENTACION
1475,84,You Broke My Heart,Drake
1476,86,Heart To Heart,Mac DeMarco
1477,86,Passionfruit,Drake
1478,81,Good Days,SZA
1479,83,I Did Something Bad,Taylor Swift
1480,83,Spin Bout U,Drake
1481,84,Wildest Dreams (Taylor's Version),Taylor Swift
1482,85,For the First Time,Mac DeMarco
1483,81,Going Bad (feat. Drake),Meek Mill
1484,83,Space Song,Beach House
1485,90,Here With Me,d4vd
1486,79,Daylight,Drake
1487,89,White Christmas - 1947 Version,Bing Crosby
1488,80,"Dance, Dance",Fall Out Boy
1489,81,Evergreen (You Didn’t Deserve Me At All),Omar Apollo
1490,87,Je te laisserai des mots,Patrick Watson
1491,77,In Da Club,50 Cent
1492,86,LOVE. FEAT. ZACARI.,Kendrick Lamar
1493,82,Hits Different,Taylor Swift
1494,79,Do Not Disturb,Drake
1495,82,Dress,Taylor Swift
1496,79,Drip or Drown,Gunna
1497,85,Get You (feat. Kali Uchis),Daniel Caesar
1498,83,Rolling in the Deep,Adele
1499,84,Needle (feat. Drake),Nicki Minaj
1500,83,Let You Down,NF
1501,83,HYPNOTIC DATA,Odetari
1502,82,I Fall Apart,Post Malone
1503,81,ballad of a homeschooled girl,Olivia Rodrigo
1504,83,Abcdario,Eden Muñoz
1505,82,Cowgirls (feat. ERNEST),Morgan Wallen
1506,79,It's the Most Wonderful Time of the Year,Andy Williams
1507,77,From Austin,Zach Bryan
1508,84,Money Trees,Kendrick Lamar
1509,79,Not Even Ghosts Are This Empty,$uicideboy$
1510,79,Be Quiet and Drive (Far Away),Deftones
1511,84,American Idiot,Green Day
1512,84,The Kids Aren't Alright,The Offspring
1513,87,Everlong,Foo Fighters
1514,85,Rudolph The Red-Nosed Reindeer,Burl Ives
1515,72,Jolly Christmas and Fun by the Fireplace,Henry Janzen
1516,79,Come As You Are,Nirvana
1517,78,Ya Supérame (En Vivo),Grupo Firme
1518,85,EXCESOS,Fuerza Regida
1519,77,You And Me,Lifehouse
1520,73,Little Lion Man,Mumford & Sons
1521,80,UNA NOCHE EN MEDELLÍN - REMIX,KAROL G
1522,79,Twist And Shout - Remastered 2009,The Beatles
1523,74,Heartbroken (feat. Jessie Murph & Polo G),Diplo
1524,73,WHAT'S THE MOVE? (feat. Future and BabyDrill),The Kid LAROI
1525,75,Jacob and the Stone,Emile Mosseri
1526,78,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg
1527,77,Ahogándome en Alcohol,Lefty Sm
1528,78,Silver Bells,Bing Crosby
1529,75,Hummingbird (Metro Boomin & James Blake),Metro Boomin
1530,76,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott
1531,82,Little Talks,Of Monsters and Men
1532,72,Heartbroken (feat. Jessie Murph & Polo G),Diplo
1533,69,Jekyll and Hyde,Five Finger Death Punch
1534,73,Bubbly (with Drake & Travis Scott),Young Thug
1535,76,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.
1536,75,Come Out and Play,The Offspring
1537,74,Dead and Cold,SadBoyProlific
1538,83,Love You Like A Love Song,Selena Gomez & The Scene
1539,78,God Rest Ye Merry Gentlemen,Bing Crosby
1540,73,Crazy Rap (Colt 45 & 2 Zig Zags),Afroman
1541,69,Cocaine and Whiskey,Them Dirty Roses
1542,0,Just the Way You Are,Bruno Mars
1543,0,Just the Way You Are,Bruno Mars
1544,2,Just the Way You Are,Bruno Mars
1545,0,Just the Way You Are,Bruno Mars
1546,4,Just the Way You Are,Bruno Mars
1547,0,Just the Way You Are,Bruno Mars
1548,0,Just the Way You Are,Bruno Mars
1549,72,Love All (with JAY-Z),Drake
1550,79,"Twinkle, Twinkle, Little Star",Adelmar Borrego
1551,66,Rather Be (feat. Jess Glynne),Clean Bandit
1552,66,Jenn Jenn Jenn,41
1553,69,I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain
1554,68,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville
1555,71,I Believe It (The Life of Jesus),Jon Reddick
1556,71,Ocean Prime (feat. Boldy James),The Alchemist
1557,67,Jigsaw,Key Glock
1558,80,Tyler Herro,Jack Harlow
1559,86,Love Yourself,Justin Bieber
1560,66,Jenny Jenkins,Mt. Joy
1561,82,Left and Right (Feat. Jung Kook of BTS),Charlie Puth
1562,74,Sarah's Place (feat. Noah Kahan),Zach Bryan
1563,74,God Speed,Zach Bryan
1564,75,I Remember Everything (feat. Kacey Musgraves),Zach Bryan
1565,73,Ticking,Zach Bryan
1566,74,Pretty Little Poison,Warren Zeiders
1567,73,El Dorado,Zach Bryan
1568,71,Wat's Wrong (feat. Zacari & Kendrick Lamar),Isaiah Rashad
1569,74,Monster,Kanye West
1570,73,All the Time,Zach Bryan
1571,68,Something in the Orange - Z&E's Version,Zach Bryan
1572,72,Letting Someone Go,Zach Bryan
1573,80,Symphony (feat. Zara Larsson),Clean Bandit
1574,75,Aquel Nap ZzZz,Rauw Alejandro
1575,77,Clarity,Zedd
1576,81,Lights Are On,Tom Rosenthal
1577,73,Tishomingo,Zach Bryan
1578,72,Whatever It Is,Zac Brown Band
1579,0,Something in the Orange - Z&E’s Version,Zach Bryan
1580,77,La Zona,Bad Bunny
1581,75,Home (2019 Remaster),Edward Sharpe & The Magnetic Zeros
1582,80,could you love me while i hate myself,Zeph
1583,72,Quittin' Time,Zach Bryan
1584,73,Toes,Zac Brown Band
1585,80,PILLOWTALK,ZAYN
1586,72,Let You Down,Zach Bryan
1587,74,Avalon,$uicideboy$
1588,79,Style,Taylor Swift
1589,73,Jackie and Wilson,Hozier
1590,83,Confidence,Ocean Alley
1591,73,Hit List (with BigXthaPlug & Big Yavo),That Mexican OT
1592,82,Lean Wit Me,Juice WRLD
1593,80,ALL MY FELLAS,Frizk
1594,84,"You're Gonna Go Far, Kid",The Offspring
1595,78,ASTROTHUNDER,Travis Scott
1596,75,The Percocet & Stripper Joint,Future
1597,71,Another Love,Tom Odell
1598,80,Fall In Love,Bailey Zimmerman
1599,74,Peaches & Eggplants (feat. 21 Savage),Young Nudy
1600,77,Gin and Juice,Snoop Dogg
1601,79,Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott
1602,86,Dancing Queen,ABBA
1603,76,A.D.H.D,Kendrick Lamar
1604,79,Eyes Without A Face,Billy Idol
1605,78,All Along the Watchtower,Jimi Hendrix
1606,73,Ron Artest,Babyface Ray
1607,79,More Than My Hometown,Morgan Wallen
1608,86,How You Like That,BLACKPINK
1609,88,Drama,aespa
1610,72,Animal,Neon Trees
1611,81,Anchor,Novo Amor
1612,74,Avalon,$uicideboy$
1613,76,Attracted to You,PinkPantheress
1614,73,AWKWARD CAR DRIVE,Germ
1615,86,Highway to Hell,AC/DC
1616,82,Now And Then,The Beatles
1617,78,Adiós Amor,Christian Nodal
1618,83,All I Want,Kodaline
1619,79,Time Flies,Drake
1620,80,Better Than Revenge (Taylor's Version),Taylor Swift
1621,85,Love,Keyshia Cole
1622,84,Rudolph The Red-Nosed Reindeer,Dean Martin
1623,74,Time Today,Moneybagg Yo
1624,82,Speed Drive (From Barbie The Album),Charli XCX
1625,78,Ghost in the Machine (feat. Phoebe Bridgers),SZA
1626,76,Amen (feat. Teezo Touchdown),Drake
1627,84,Martin & Gina,Polo G
1628,79,I Don't Wanna Do This Anymore,XXXTENTACION
1629,83,Been Away,Brent Faiyaz
1630,78,On tha linë,Yeat
1631,80,You Are In Love (Taylor's Version),Taylor Swift
1632,80,YOU'RE TOO SLOW,Odetari
1633,80,Little Saint Nick,The Beach Boys
1634,80,tolerate it,Taylor Swift
1635,82,Sativa,Jhené Aiko
1636,80,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker
1637,83,champagne problems,Taylor Swift
1638,85,"Hey, Soul Sister",Train
1639,81,Bad Blood (Taylor's Version),Taylor Swift
1640,82,The Middle,Zedd
1641,78,Funny Thing,Thundercat
1642,84,Fade Into You,Mazzy Star
1643,80,Hail to the King,Avenged Sevenfold
1644,84,It Was A Good Day,Ice Cube
1645,79,Cobra,Megan Thee Stallion
1646,81,Open Arms (feat. Travis Scott),SZA
1647,76,Looking For The Hoes (Ain’t My Fault),Sexyy Red
1648,82,Take Me Out,Franz Ferdinand
1649,81,Welcome to the Black Parade,My Chemical Romance
1650,86,Chop Suey!,System Of A Down
1651,87,The Scientist,Coldplay
1652,78,"GONE, GONE / THANK YOU","Tyler, The Creator"
1653,76,One Of Them Girls,Lee Brice
1654,89,LA PEOPLE,Peso Pluma
1655,80,I Know Places (Taylor's Version),Taylor Swift
1656,73,For Whom The Bell Tolls (Remastered),Metallica
1657,78,Listen to the Music,The Doobie Brothers
1658,86,Infrunami,Steve Lacy
1659,84,Low (feat. T-Pain),Flo Rida
1660,86,Santa's Coming for Us,Sia
1661,77,Flowers in Your Hair,The Lumineers
1662,78,Calling For You (feat. 21 Savage),Drake
1663,80,Shoota (feat. Lil Uzi Vert),Playboi Carti
1664,85,Die For You,The Weeknd
1665,86,Closer,The Chainsmokers
1666,80,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM
1667,82,Landslide,Fleetwood Mac
1668,79,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como
1669,82,Gently (feat. Bad Bunny),Drake
1670,75,Fight The Feeling,Rod Wave
1671,82,First Love/Late Spring,Mitski
1672,84,Babydoll,Dominic Fike
1673,83,Frosty The Snowman,Ella Fitzgerald
1674,81,From the Subway Train,Vansire
1675,77,Heartache On The Dance Floor,Jon Pardi
1676,83,exile (feat. Bon Iver),Taylor Swift
1677,81,Thnks fr th Mmrs,Fall Out Boy
1678,80,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift
1679,74,6 Foot 7 Foot,Lil Wayne
1680,82,Falling Down - Bonus Track,Lil Peep
1681,82,Forgot About Dre,Dr. Dre
1682,87,Smack That,Akon
1683,77,Frosty The Snowman - Remastered 2006,Bing Crosby
1684,85,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN
1685,81,All My Life (feat. J. Cole),Lil Durk
1686,73,Christmas Canon,Trans-Siberian Orchestra
1687,81,Gilded Lily,Cults
1688,81,Mary On A Cross,Ghost
1689,82,Los Collares,Oscar Maydon
1690,74,Polar Opposites,Drake
1691,78,Feels Like We Only Go Backwards,Tame Impala
1692,81,Oops!...I Did It Again,Britney Spears
1693,83,No Idea,Don Toliver
1694,73,Wicked Games - Original,The Weeknd
1695,75,Oncle Jazz,Men I Trust
1696,79,Self Esteem,The Offspring
1697,64,One Of The Girls - Sped Up,The Weeknd
1698,57,One Of The Girls - Instrumental,The Weeknd
1699,74,Barefoot Blue Jean Night,Jake Owen
1700,77,Count Me Out,Kendrick Lamar
1701,73,Cash In Cash Out,Pharrell Williams
1702,72,Me On You,Muscadine Bloodline
1703,73,Put It On Da Floor Again (feat. Cardi B),Latto
1704,80,Fireflies,Owl City
1705,80,Wonderwall - Remastered,Oasis
1706,81,Castle on the Hill,Ed Sheeran
1707,77,Pour Some Sugar On Me - Remastered 2017,Def Leppard
1708,71,Outskirts,Sam Hunt
1709,75,One of These Nights - 2013 Remaster,Eagles
1710,80,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift
1711,78,The Boys Of Summer,Don Henley
1712,76,Nikes on My Feet,Mac Miller
1713,77,ON THE FLOOR,removeface
1714,80,Use Somebody,Kings of Leon
1715,77,Smokin Out The Window,Bruno Mars
1716,77,On The Radar Freestyle,Drake
1717,78,Obsesion,Aventura
1718,77,Count on Me,Bruno Mars
1719,81,Tá OK (Remix),DENNIS
1720,80,Lonely Day,System Of A Down
1721,91,I Ain't Worried,OneRepublic
1722,82,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert
1723,78,World on Fire,Nate Smith
1724,89,Yes or No,Jung Kook
1725,83,Time of Our Lives,Pitbull
1726,77,Nose On The Grindstone (OurVinyl Sessions),Tyler Childers
1727,84,Ivy,Frank Ocean
1728,84,lacy,Olivia Rodrigo
1729,79,Somewhere Only We Know,Keane
1730,77,Tennessee Orange,Megan Moroney
1731,84,You Should Probably Leave,Chris Stapleton
1732,84,the grudge,Olivia Rodrigo
1733,81,Slime You Out (feat. SZA),Drake
1734,78,Starting Over,Chris Stapleton
1735,88,snowfall,Øneheart
1736,79,Life Goes On,Lil Baby
1737,84,Mask Off,Future
1738,90,The Christmas Song (Merry Christmas To You),Nat King Cole
1739,80,Moonlight on the River,Mac DeMarco
1740,88,traitor,Olivia Rodrigo
1741,81,Looking Out for You,Joy Again
1742,77,Head Over Boots,Jon Pardi
1743,87,Fin de Semana,Oscar Maydon
1744,87,Blue Hair,TV Girl
1745,86,favorite crime,Olivia Rodrigo
1746,81,All Of The Lights,Kanye West
1747,78,SLUT ME OUT,NLE Choppa
1748,83,GOOD LOYAL THOTS,Odetari
1749,83,I LOVE YOU HOE (w/ 9lives),Odetari
1750,82,"New Person, Same Old Mistakes",Tame Impala
1751,84,X SI VOLVEMOS,KAROL G
1752,80,When You Were Young,The Killers
1753,74,California Gurls,Katy Perry
